,portrait_50,categories2,profile_type,title,skills,country,description,name,last_activity,rate,member_since,portfolio_items_count,id,test_passed_count,feedback
10262,https://www.odesk.com/att/~~Cm7PnhismtPfnyCUkcWcJS2M8CDSy9*9tsKm3UGWaLw=,Translation--Writing--Sales & Marketing--Design & Creative,Independent,Journalist and creative copywriter,-,United Kingdom,"Hello! I am a journalist with ten years experience writing articles for newspapers and online blogs as a freelancer. I am also a creative copywriter with eight years experience. References available. Experienced in SEO, wordpress, translations...Do you want to know more about me? This is my blog: http: //copyredactorfreelance.wordpress.com/ Studies: University Degree in Journalism and Advertisment & PR.Language skills: Fluent in English, Italian. Spanish and catalonian native.",Maria B.,2017-02-22,22.22,"February 16, 2012",0,https://www.upwork.com/freelancers/_~012f2807da135cea70,2,5.0
10263,https://odesk-prod-portraits.s3.amazonaws.com/Users:mona252:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=Jn8IvzCY%2BpHnjB%2Fsh%2BnVQSABU%2Fo%3D,"Writing--Web, Mobile & Software Dev--Accounting & Consulting--Admin Support",Independent,SEO and Web Writer,translation-serbian-english--translation-greek-english--translation-french-english--translation-hindi-english,Canada,"I'm a Web Content Writing, SEO Expert! I'm the perfect person to hire for quality, reliability and punctuality! I'm online all day on Gtalk and Skype.I do:Articles (all lengths)BlogsMeta DataDescriptionsVideo DescriptionsSpinned ContentAdult/XXXEzinesEssays SpeechesSqueeze PagesDirect mail pieces  AutorespondersLanding PagesEnquiry Follow upsSocial Media PostsSMS MarketingPresentationsOther various pieces as determined by the client",Mona M.,2017-02-16,20.0,"August 4, 2011",2,https://www.upwork.com/freelancers/_~01fc22e60e1fec9e0c,4,4.990980964
10268,https://odesk-prod-portraits.s3.amazonaws.com/Users:esmriti:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=LE%2F%2FM2i8E7utguy41%2Fm5jhoi2nw%3D&1484029579017942,Writing,Independent,Content Writer and Designer.,content-writing--proofreading--blog-writing--article-writing--creative-writing--transcription--voice-over--logo-design--responsive-web-design--seo-writing,India,"I am a Graduate in B.A. specializing in English with nearly one year of experience in content writing, blogging, proofreading and tailoring SEO friendly articles. Besides being a content writer, have proficiency in Adobe Photoshop for professional logo designing.I offer quick Turn-Around time to meet strict deadlines with pretty flexible approach towards the working hours. On top of that, I offer as many revisions as it takes for your content to exceed your expectations!",Smriti Handa,2017-02-23,15.0,"January 10, 2017",0,https://www.upwork.com/freelancers/_~01342f14748e733273,0,5.0
10269,https://odesk-prod-portraits.s3.amazonaws.com/Users:smith909:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=vChzpMurbH4OLRLpfe0I92uN%2BRw%3D&1446466114689971,Writing--Design & Creative--Admin Support--Sales & Marketing,Independent,Experienced copywriter.,article-writing--seo-writing--blog-writing--product-descriptions--article-rewriting--copywriting--email-marketing,Kenya,"I have over five years experience in technical writing, SEO, blogs, press releases and list articles. My objective pertaining a  clients project is professionalism and accuracy. I believe in making a client happy by delivering in what he/she wants to the least specification and with minimal errors. I deliver my assignments within the stipulated time frame, well researched and excellently written.",Smith D.,2017-02-24,10.0,"July 24, 2015",4,https://www.upwork.com/freelancers/_~0131b5401adcd45270,3,3.4424308588
10270,https://odesk-prod-portraits.s3.amazonaws.com/Users:repd1975:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=l%2FSq4kTGqjFS3%2B%2FRgAv8dpZRflc%3D&1486983915838909,Writing,Independent,Sports writer,blog-writing--transcription--article-writing--article-rewriting--sports-writing,United Kingdom,"Since 2004, I have been writing sports articles (in particular football related) for the majority of national newspapers, via agencies. This requires the ability to write accurate copy, often to tight deadlines, as well as making it interesting for the reader.My skills also include research, transcribing skills and the ability to work both under pressure and by myself.",Robert Dunford,2017-02-20,11.0,"February 13, 2017",0,https://www.upwork.com/freelancers/_~01a73b5c64485c5962,0,0.0
10271,https://odesk-prod-portraits.s3.amazonaws.com/Users:gsummerfield:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=J%2FGK87VFDs%2BmUOO1JInH08WPMGU%3D&1484290709562279,Writing,Independent,Profficient Writer,academic-writing--research-papers--seo-keyword-research--essay-writing--business-analysis--blog-writing--business-proposal-writing,British Virgin Islands,"If writing is the king then I am the queen .Im a motivated and creative individual,with  immense experience in writing industry, specifically within academic and article writing. I package my work based on customers specifications and time frame allocated. I give quality work that is free from plagiarism and grammatical errors. I have six years experience in writing published articles and webs .I'm can write to different audiences with appropriate character and clarity. I can write a compelling essay that thrills your audience and presses all the right buttons for webs and blogs. From articles,academic essays,academic research to blog posts, I can write on any topic suggested by the client. The topics included vary from Business, health, banking and finance. My piece of work will assist you establish a strong online presence and increase readership of your publication. I have skills in dealing with problems in a resourceful manner and negotiating to achieve beneficial agreement. I am enthusiastic to undertake new challenges and learn.",Grace Summerfield,2017-02-23,12.0,"January 13, 2017",0,https://www.upwork.com/freelancers/_~01911cccc1c7bcb5ff,0,0.0
10272,https://odesk-prod-portraits.s3.amazonaws.com/Users:saurabhl91:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=s0Vho4Fmp2ZEMorM2alDNNcpuQ4%3D&1486557539963150,Writing,Independent,"Analyst by profession, writer by passion",excel-vba--2d-design--1shoppingcart--newsletter-writing--blog-writing--article-writing,India,I was working as an analyst for over 4 years in Fortune 20 companies in USA. I am taking a break from work to pursue other interests- blogging/writing articles. I am in the process of creating my own blog.I love to write and have published several writings ranging from articles for magazines to publishing content for websites to generate traffic.,Saurabh Lakshman,2017-02-23,11.0,"February 7, 2017",0,https://www.upwork.com/freelancers/_~01366100b49aa739ec,1,0.0
10276,https://odesk-prod-portraits.s3.amazonaws.com/Users:davidevadala:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=msZyhV%2BQZ%2Bs0%2F6Z3MorT6Ai4yHk%3D,Design & Creative--Translation--Writing--Engineering & Architecture--Sales & Marketing--Admin Support,Independent,Travel writing and Photography,photography--adobe-photoshop--article-writing--translation--italian--writing--blog-writing--travel-writing--digital-photography--architectural-design,Italy,"CREATIVITY, QUALITY and PUNCTUALITY at a fair price. If you are looking for quality content about travel, photography or architecture, you are at the right place. I can provide unique photos and attractive articles.Already published in paperback and online magazines.I'm a permanent author on Happy Trips, the travel platform of the biggest English speaking editorial group in the world, ""The Times of India"". Please find the link on the Portfolio.http://www.happytrips.com/author/author-davide-and-oti-479242440.cmsI'm also running my own website with travel stories and photographic content:http://www.nomadtravellers.com/publicationsI can write a blog post or a technical article in a few hours if you are in a hurry, but I usually prefer to take 3 days, so that I can let the article rest and review the content with a clear mind. I do prefer to write about real travel experiences, outdoor, art, nature, technology, adventure, backpacking and sustainability rather than promoting businesses I don't believe in, but we can discuss about your needs. I'm an experienced SEO writer since I run my own travel website and I know how to place effective keywords in the appropriate amount and location, and how to effectively use search engines.  I also have a huge photographic archive from my trips in 44 different countries, and I will happily propose you some unique shots according to your needs and budget. ",Davide V.,2017-02-24,28.0,"September 28, 2011",8,https://www.upwork.com/freelancers/_~01219235c50f43f082,5,4.9406856469
10278,https://odesk-prod-portraits.s3.amazonaws.com/Users:amasul:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=0QznmpcraGHlEDAkCN6jXDZrYMs%3D,"Design & Creative--Writing--Sales & Marketing--Web, Mobile & Software Dev",Independent,Content Writer and Social Media Manager,html--css--javascript--adobe-photoshop--adobe-dreamweaver--microsoft-word--microsoft-excel--mysql,Malta,"I am Amanda, a Canadian living in Malta.I'm a self-motivated individual with experience in writing blogs and posting social media content on a variety of topics starting from A-Z. I can write with a funny or serious tone and have good attention to detail.I believe my skills to write factual information, plus being creative and using my imagination gives me the ""je ne sais quoi"" edge. I've had several years experience teaching English to foreigners, which has helped me appreciate the English language and has given me the ability to edit written work and understand how grammar works. I am hard-working,quick learner,honest,dependable, imaginative and meticulous.",Amanda S.,2017-02-23,13.33,"March 1, 2012",22,https://www.upwork.com/freelancers/_~013221ee81b8df112a,6,4.9505810529
10282,https://odesk-prod-portraits.s3.amazonaws.com/Users:emmastenhouse:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=%2BaTLLHmvITfZqnK19m8DS5wtl3U%3D&1483619430221642,Writing,Independent,A way with words - engaging and intelligent blog posts and articles,copywriting--blog-writing--scientific-writing--microsoft-word--creative-writing--article-writing--seo-writing--content-writing--editing--proofreading,Spain,"I can help your words pop!From blog posts to articles and resumes, I will make sure you stand out.Original and engaging content, combined with second-to-none grammar and punctuation.My enthusiasm for, and knowledge of, a wide variety of subjects allows me to communicate ideas to many different readers.I specialise in science and travel writing, however, I am fully confident I can bring my unique style to your project, whatever the topic.As a writer and teacher, my main aim is to stimulate and inspire readers and students to develop independent and enquiring minds.",Emma Stenhouse,2017-02-23,25.0,"November 14, 2016",4,https://www.upwork.com/freelancers/_~01853b6bbabd169bc4,2,4.4
10283,https://odesk-prod-portraits.s3.amazonaws.com/Users:susannjoroge:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=S4NyjpVPtdF8GUSVTUd7h3Q%2Fj3s%3D&1473745379368569,Writing--Admin Support,Independent,Professional Content Writer,article-writing--blog-writing--seo-writing--article-rewriting--content-writing--research--proofreading--online-writing--product-descriptions,Kenya,"I am a professional Business Administrator with Degree from Kenya Institute of Management. I have ten years of experience.I have an interest in writing articles and blogs that are exciting, educative and also creative contents. I take my work seriously including research. My first concern is my client gets the full information of articles as per request by following all rules and demands made by the customer.I ensure my clients are satisfied with the work submitted. I will guarantee my services are your success. If you want your work well done, consider me. Thank you",Susan Njoroge,2017-02-23,12.0,"August 17, 2016",1,https://www.upwork.com/freelancers/_~01415aa8c037ac5150,2,5.0
10284,https://odesk-prod-portraits.s3.amazonaws.com/Users:willpot:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=JArt0LYbbP8HLtyB%2BeIewMLhwkc%3D&1486753654503985,Writing,Independent,Blogger and Creative Writer,blog-writing--fiction-writing--creative-writing--reviews--editing--seo-writing--proofreading--ghostwriting,United States,"Although I am a recent member of the Upwork community, I have sufficient experience and knowledge when it comes to writing. I have worked for a number of clients in the past few years since I graduated Indiana University, and am pleased to say that I have yet to leave one dissatisfied with my services. I shine when given a job where I am allowed to be creative. My favorite kinds of jobs are ones where I am ghostwriting fiction books and short stories. In the past I have written blog articles on music and guitar-related topics, pop culture, video games, and the craft of writing. One of my most valuable skills is my ability to quickly research and access information, determine how best it can be used and applied to a given article, and then attacking that article with creativity and passion. ",W. Paul Taylor,2017-02-15,20.0,"February 1, 2017",2,https://www.upwork.com/freelancers/_~01556e1f9588ff54ef,0,0.0
10285,https://odesk-prod-portraits.s3.amazonaws.com/Users:sharmohr:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=%2FYaQAjkzAEk8IZ22TYgJ6pkiz7w%3D&1481165234322434,Sales & Marketing--Writing--Admin Support,Independent,"Freelance Content Writer, Blog Writer, Creative Writer, Herbalist",social-media-marketing--creative-writing--wordpress--word-processing--clerical-skills--customer-service--internet-research--copywriting--editing,United States,"Certified Herbalist w/College-Level Anatomy & Healthcare Coursework A.A.S. Business AdministrationHigh School DiplomaOver 10 years of writing experience for websites, blogs, and marketing materials.",Shar M.,2017-02-06,10.56,"December 3, 2012",0,https://www.upwork.com/freelancers/_~014a8d362fc6d446fe,0,5.0
10286,https://odesk-prod-portraits.s3.amazonaws.com/Users:lidiyak:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=w0eMwHVicFlkeNR2arYWGjNAjD0%3D&1446052142753615,Writing,Independent,"Blogger, Author",seo-writing--ebook-writing--article-writing--blog-writing--online-writing--personal-development--entrepreneurship--business-writing--editing--proofreading,Netherlands,"Hey, I'm Lidiya.Today web content is more important than ever. And I think that all businesses are writing businesses one way or another. Even if youre an individual trying to build a name for yourself in the digital world, you still need to produce useful, informative and interesting content all the time.And thats where I can help.I've been writing professionally for almost 5 years now. I'm a blogger and full-time freelance writer in the fields of self-improvement, life hacking, entrepreneurship, lifestyle and more. I'm the creator of LetsReachSuccess.com - a personal development blog and podcast, and the author of a few eBooks. Been published on TIME magazine and contributed to many big sites in the industry.I believe in quality content, that's written specifically for your audience, is updated frequently, inspires people to take action and promotes your brand, product or service at the same time.And if you're in the personal development niche and don't have time for blogging, I can do it for you.",Lidiya K,2017-02-24,25.0,"July 10, 2015",0,https://www.upwork.com/freelancers/_~01d49449d38ffb02a2,5,4.6705761317
10287,https://odesk-prod-portraits.s3.amazonaws.com/Users:fasih_j:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=xNz3bKgN8QDV7ZOtAC1tB4i%2FD9A%3D&1428994225184621,"Writing--Web, Mobile & Software Dev--Engineering & Architecture--Design & Creative",Independent,"Writer, Programmer and Designer.",article-writing--blog-writing--android-app-development--website-development--web-design--3d-rendering--3d-modeling--3d-animation--unity-3d,Pakistan,"A professional Android Developer, Graphics Designer and Content Writer at your service.With more than 3 years of experience in writing industry. I have managed to write 200+ articles and 50+ eBooks on a variety of topics like 3d printing and Technical guides.  The topics that i can cover are:ReviewsTechnical Blog postsSoftware documentationWhile i am a good writer who have managed to make a place in writing industry, my programming skills are second to none. With 2 applications in the market and hands on experience with several other projects including small games, chatting apps, management systems and social media apps, its suffice to say that i can handle any kind of app.To sum it up, i have experience in Java Android StudioXamarinFirebase authenticationFirebase storage and real time databaseCloud MessagingGame logicChat modulesAuthentication modulesFront End developmentUI/UX designingWhy hire me?I am a fresh graduate who is eager to learn and explore new concepts to satisfy professional curiosityI am fully committed to my work which you can see from my work history",Fasih Javed,2017-02-23,10.0,"January 29, 2014",4,https://www.upwork.com/freelancers/_~0161516b56f3db43c7,1,4.6901685159
10288,https://odesk-prod-portraits.s3.amazonaws.com/Users:lippiestick:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=XtBaeztwOZiOadgY%2BEzJOaDJl2E%3D&1475749368183021,Writing,Independent,Writer and Editor,writing--editing--blog-writing,Philippines,"Published Writer (Print and Digital)Former Copywriter and Editor for E-Commerce WebsiteFormer Editor-in-Chief for Entertainment WebsiteBloggerIf you are looking for someone who can write just about any given topic, respects deadlines, and submits 100% original and impressive work, your search ends here. Writing is my passion. I take this job seriously and I always try my best to exceed all of my clients' expectations. I graduated with a degree in AB Mass Communications and currently pursuing an MBA course.I specialize in the following:Product ReviewsSEO Article WritingWeb ContentPress ReleasesTravel WritingAdvertorialsListiclesCompany ProfilesE-Commerce ArticlesProduct/Service DescriptionsEssaysBlogsAnyone can be good, but not everyone can be GREAT. Anyone can write, but not everyone can be a WRITER.",Rona Marie Cruz,2017-02-19,20.0,"June 26, 2015",5,https://www.upwork.com/freelancers/_~012ef0fbc958875858,4,4.9974792034
10290,https://odesk-prod-portraits.s3.amazonaws.com/Users:b_sprouls:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=bIRBzl%2Fqa7ZovbwfuCelfn5LU1w%3D&1484794550406104,Writing,Independent,Creative Writing Professional,editing--article-rewriting--biography-writing--creative-writing--reviews--copywriting--copy-editing,United States,"My articles, short fiction, and poems have appeared in such publications as The New Yorker, Field, Map Literary, The Stinging Fly, The Belleville Park Pages, Surge: New Writing from Ireland (O'Brien Press), Flashpoint (Third Person Press), TheBiteHouse.com, Echoes of LBI, and elsewhere. This year my poem ""Down the Shore"" was nominated for a Pushcart Prize. I wear the creators cap comfortably, as well as the editors, being just as capable and dedicated a writer as I am a reviser. My studies in English Literature at McGill University (BA) and Creative Writing at University College Cork (MA), have trained my eyes and ears to the finer considerations of structure, unity, and style. I have taught university-level courses on Composition and Argumentation and have spent many hours evaluating and analyzing effective writing with my students.If you are looking for a multi-faceted writer with experience and imagination, or if you need someone to spruce up a draft of your own (essay, article, blog post, review, short bio, cover letter, chapbook, or book), drop me a line. I am timely, friendly, and committed to your dazzlement.",Bridget Sprouls,2017-02-16,30.0,"December 19, 2016",0,https://www.upwork.com/freelancers/_~01d272767ee390a7c9,0,0.0
10291,https://odesk-prod-portraits.s3.amazonaws.com/Users:ethelumeh2011:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=SpkTacYzAOIpZ%2Bqj3wBhJQ1APCE%3D&1462311411092430,Writing,Independent,Creative Writer.,research-papers--article-writing,Nigeria,"My name is Ethelbert Umeh.. an award-winning ezine author, publisher and first class journalist here. I am extremely proficient in writing English. Thus, i can handle with professional finesse article writings, article rewritings, eBook writings, press releases, SEO articles, health/ medical articles, legal writing, online gaming articles, ezine tasks, BMR articles, technology writings, content development, oil and gas articles, Relationship articles etc. The role of a writer is not to say what we all can say, but what we are unable to say. Payment will be done in this site via milestone. I dont accept award of projects without milestone payments.  Payment terms vary depending on the nature of the project - the type of work, the time involved, and what you and I agree is fair.   One thing is assured.. Price can never be an issue.Your contents will be written according to the highest grammatical standards and will address the target audience. They will be* accurate* informative* easy to read* conversational* positive in tone* in flawless English* 100% original* ready to publishThis is a work-for-hire project, and as such I relinquish ALL rights to the content once you have paid for it. This means that I will seek no credit as the writer, and nor will the content be used in any way elsewhere.For the past 10 years I have been supplying clients all over the world with top class articles and other web content. Today I am one of the most highly rated and prolific Freelancers. Please see my feedback for references. Do not hesitate to contact me on the PMB to discuss the project.Thanks for assessing my profile.",Ethelbert Umeh,2017-02-24,10.0,"November 24, 2011",0,https://www.upwork.com/freelancers/_~014d0c6b9ff6b77faf,2,4.8104285883
10292,https://odesk-prod-portraits.s3.amazonaws.com/Users:jdunn3813:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=Fq8t%2BYV6xSzIRjYjzV9yBMT4zdg%3D&1487614686040118,Writing,Independent,"Professional Editor, Blogger and Writer",typing--word-processing--wordperfect--microsoft-excel--microsoft-word--microsoft-office--microsoft-outlook--microsoft-onenote--blog-writing--photo-editing,United States,"I am a freelance writer with a few editorial, blogging and article experiences.  I have a Bachelor of Arts in Psychology from Florida International University and two Master of Arts in Education and TESOL.  I have a Photography Blog currently and have helped with several resumes, personal statements and recommendation letters as well.  I am looking to do more with articles and blogs but enjoy all forms of writing.  I have great attention to detail and do well with researching any topic.  I have a flexible schedule and can accommodate both log and short term projects.  I look forward to working with you. ",Jennifer Dunn,2017-02-22,25.0,"February 20, 2017",0,https://www.upwork.com/freelancers/_~01c8c1443cfadf2630,0,0.0
10293,https://odesk-prod-portraits.s3.amazonaws.com/Users:jessicaslynn33:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=%2Bw2SVRTn13Gnui648zmfxcjg3jw%3D&1487730445507920,Writing,Independent,Communications Growth Hacker and Freelance Writer,newsletter-writing--cover-letter-writing--creative-writing--social-media-marketing--twitter-marketing--blog-writing--brand-marketing--brand-management--article-writing--academic-writing,United States,"I have a BA in English with a minor in writing from Virginia Commonwealth University, as well as over two years of experience as a freelance writer and editor.  My professional experience entails marketing, social media, and copywriting.  I am detail-oriented and have never missed a deadline.  For clients, I have written everything from poetry and ghostwritten portions of books to web articles and academic research.  In the professional sphere, my focus is brand growth and awareness. My aim is to please my clients and give everyone who works with me only the highest quality of work. ",Jessica Lynn,2017-02-22,20.0,"February 22, 2017",0,https://www.upwork.com/freelancers/_~01519604fa47b47151,0,0.0
10294,https://odesk-prod-portraits.s3.amazonaws.com/Users:jaegerjenny:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=WEZKD9wT9t9tv0aBde4AbkA9By8%3D&1487727678614164,Writing,Independent,Innovative Creative Writer,creative-writing--blog-writing--article-writing--book-writing--content-writing--business-writing,United States,"An innovative mind is key when it comes to creating superlative writing content for your business.. when a fresh perspective filtered through a creative lens meets a passion for writing, the result can only be one of powerful content.I can deliver this to you.If you're looking for someone who writes superior content fortified by strong SEO, then I am the person you want to work with! I am conscious that quality, time and competitive pricing are driving elements factored in when looking for someone to work for you, I get it. Not only will you receive admirable work from me constructed from a foundation of passionate focus but you will also receive it in the time frame requested. Rates can be discussed, I am flexible and want to meet your needs as well as mine. If someone that helps to bring engaging creative flow to your business while optimizing SEO seems like a person that would be of benefit to you, then let's get to work! A strong mind and new ideas can revolutionize the world.I can deliver you both.",Jenny Jaeger,2017-02-20,20.0,"February 20, 2017",0,https://www.upwork.com/freelancers/_~01736fd1ad9e93a87a,0,0.0
10295,https://odesk-prod-portraits.s3.amazonaws.com/Users:xenshaman:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=e%2B13DvOosnB1nTgDYOkyxP8RZgo%3D,Writing,Independent,"Freelance Writer, Published Author, Professional Editor",creative-writing--blog-writing--article-writing--copywriting,Canada,"I graduated with a BA in Creative Writing from the University of Victoria and have appeared in numerous Canadian and American publications, including Matador Network, Business Insider, and Uisio. I am currently a contributing writer to Vancouver Weekly, and have been a contributing writer to Hush Magazine and the media/press release publication UnNomDeGuerre.  My most recent publications have appeared in Prairie Fire, ARC, The Malahat Review, PRISM international, Existere, The Dalhousie Review, Prairie Fire, Grain, The Antigonish Review, subTerrain, Fjords Review, CBC, and a number of my articles can be found online at RebelleSociety and BeYouMedia Group. I have extensive experience as a freelance writer and editor across a diverse array of topics and formats, and am dedicated to delivering a product that adheres to a high standard of clarity, professionalism, and accuracy. My research skills are excellent and I am always excited to work with writers and other clients on a variety of projects ranging from blogs, articles, reviews, scripts, stories, and professional copy.",Jordan M.,2017-02-23,16.67,"May 22, 2013",7,https://www.upwork.com/freelancers/_~01ce5bea4ed63cfb72,5,4.9959439069
10296,https://odesk-prod-portraits.s3.amazonaws.com/Users:oksana15:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=omhDgw8w%2FvYuCO84K1t5LvFu6zY%3D&1485100210732192,Writing,Independent,Rewriting/Copywriting Specialist,article-rewriting--copywriting--content-writing--blog-writing--creative-writing--article-writing,Ukraine,I am Rewriting  and Copywriting specialist. I can easy create web content for your blog or website.I very like rewriting of Russian language articles.Articles on WordPress themes - no problem for me.Also I can help with translate from English to Russian or Ukrainian.,Oksana S.,2017-02-21,12.5,"January 22, 2017",1,https://www.upwork.com/freelancers/_~01cf024bbdd1234a24,1,0.0
10297,https://odesk-prod-portraits.s3.amazonaws.com/Users:lee-keynes:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=KkuyHjk7hcOF%2Bq1gxmActOfbNAM%3D&1487678869646305,Writing,Independent,Automotive Journalism,article-writing--blog-writing--content-writing,Malaysia,"I am a freelance writer looking to bring my career to the next level. For each and every article I do, I make sure that I do ample research on every fact, nooks and crannies to make sure I deliver accurate information to the readers.My main strength is revolved around writing automotive-related articles. I've been a petrolhead ever since I was little, and I am fortunate enough to be born in a family of mechanics. This led to me being well informed in the world of cars.I have written and ghost written for many automotive blogs as a hobbyist freelancer for 2 years. Counting from the start, I'd estimate that I've completed hundreds of articles, some big, some small.",Keynes Lee,2017-02-22,30.0,"February 21, 2017",1,https://www.upwork.com/freelancers/_~01cedb10fdec206ace,0,0.0
10298,https://odesk-prod-portraits.s3.amazonaws.com/Users:sophia_an:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=rMjpSI%2BsUedan9XpH%2FsURdCUlGE%3D&1486748345665308,Writing,Independent,Copyediting and Copywriter Brand Specialist,editing--news-writing-style--blog-writing--fiction-writing--copy-editing--creative-writing--brand-marketing--article-writing--article-rewriting,Canada,"I have worked on RFPs, blog articles, news articles, and reviews. I both and edit and write my own content as well as content for others. I can write fiction prose, non-fiction, technical, and commercial work. I am flexible and able to write different writing styles for different audiences. Whether the job requires I describe a specific event or create a specific brand I am capable and enthusiastic in doing so.In particular, I was the head of the creation and editing of an RFP manual for Biddingo.com. I also edited RFP's submitted by Biddingo.com on multiple occasions. I currently write for multiple blogs. I am currently contributing to the lifestyle blog Thirtyish.me.",Sophia An,2017-02-23,25.0,"February 10, 2017",0,https://www.upwork.com/freelancers/_~01b5126237ca73f483,0,0.0
10300,https://odesk-prod-portraits.s3.amazonaws.com/Users:josephthl1:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=LrX3jjwZ32frSNE5gEQp1bDZA%2Bw%3D&1463365437920855,Writing--Sales & Marketing,Independent,Content Expert | Urban Planning & Sustainability Specialist,writing--blog-writing--communications--research,Canada,"Get effectively crafted content for your writing project through deploying the expertise of an online communications specialist. I have 10 years of experience producing exceptional content for both lean mom-and-pop operations to large companies serving the national market.Key areas of expertise include: Web-content creation White-paper research and development Corporate Blog Article writing Producing content for newsletters and brochures Creating articles for publication in trade journals/magazinesAlthough my services have been enlisted by businesses in a wide range of industries, my passion is to develop content for organizations on the cutting edge of sustainability and green technology. I have honed my skill-set to be of particular use to sustainable businesses looking to increase their exposure and capture their target audience through the strategic development of effective online communications methods.Online communications is an ever-evolving practice, and I constantly strive to remain ahead of the curve. When you enlist my services, I will employ every tool in my arsenal to ensure the success of your project.",Joseph Tohill,2017-02-24,25.0,"March 25, 2009",0,https://www.upwork.com/freelancers/_~013571a1153c211abb,0,5.0
10302,https://odesk-prod-portraits.s3.amazonaws.com/Users:b1bf1653:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=XTUfnni6OoMX3T%2BNH9CNJNOo9ZE%3D&1487689365854829,Writing,Independent,"Copywriter, CV Builder, Blog Creator",wordpress--cover-letter-writing--resume-writing--english-proofreading--linkedin-recruiting--recruiting--relationship-management--business-development,Australia,"I have read, re-read, written and re-written many CV's for candidates from all of the globe. Having worked within European Technology Recruitment sector I have picked up numerous skills including relationship building, business development and CV building skills that I can apply to your situation to generate results.I take great personal pleasure in my writing, whether it be CV's, covering letters, email or creating blog articles. Being a former Recruiter research was always my strongest point. So I challenge you to pick a topic that I cannot find and that I cannot put into an article for you. If you are a non-English speaker and need your translations checked and put into grammatical order I have experience of proof-reading many stories and writings from my private English Teaching Students.To put it simply. If you've got a problem.....I have a solution.",Daniel Dubois,2017-02-23,20.0,"February 21, 2017",0,https://www.upwork.com/freelancers/_~013b65f1b08450239f,1,0.0
