,portrait_50,categories2,profile_type,title,skills,country,description,name,last_activity,rate,member_since,portfolio_items_count,id,test_passed_count,feedback
561,https://odesk-prod-portraits.s3.amazonaws.com/Users:indrani19:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=LqPN0NhI%2FmyNeRzWn1PffvgVauo%3D&1487549489829024,Writing--Translation,Independent,"Translation of Japanese to English, Hindi and Bengali and vice versa",-,United States,"I have lived and worked in Japan for five years. I have internalized the culture, work ethic and language of the Japanese people.  After learning Japanese, I decided I would like to work in the field of translation as I love working with languages. I can also work with Bengali and Hindi. I am presently translating a bengali novel from bengali to English ",Indrani Acharya,2017-02-20,10.0,"September 20, 2013",0,https://www.upwork.com/freelancers/_~010c3aa4ab5511f1ea,0,5.0
562,https://odesk-prod-portraits.s3.amazonaws.com/Users:ethanjk8:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=CGU1f8jRLZPKgQniVVf95gUh%2Fm0%3D&1483557696956638,Writing--Design & Creative,Independent,Audio Editor and Composer,audio-editing--audio-engineering--audio-mastering--audio-mixing--audio-post-production--audio-production--music-composition--music-producer--writing--english-proofreading,United States,"I have been composing, recording, mixing, and performing music for ten years. I can navigate audio software such as Logic and Pro Tools. In addition to my technical understanding I am an experienced musician and composer. I primarily play guitar and violin. I've written several songs for bands of many genres and have composed full orchestra pieces. Additionally, I have a Bachelor's of Arts (B.A.) Degree in Creative Writing from the State University of New York at Geneseo. Therefore, I am also skilled at content creation, writing, editing, and proofreading of any kind.",Ethan Keeley,2017-02-23,15.0,"January 4, 2017",1,https://www.upwork.com/freelancers/_~017da5bc958f4fad4a,1,5.0
563,https://odesk-prod-portraits.s3.amazonaws.com/Users:baku00:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=QM3fnGWr%2FyHAs%2FAqvcQVGUFD%2FxA%3D&1484373953431414,Translation--Writing,Independent,Translator/Writer/Researcher,translation-russian-english--translation-english-russian--data-entry--legal-research--academic-writing--legal-writing--virtual-assistant--investigative-reporting,Russia,"Greetings, Are you looking for a Russian/Azeri native speaker proficient in manual and CAT translation in English and vice versa? Do you need someone to write creatively in English/Russian and promote your services on internet?  Do you need a bilingual Internet researcher with good knowledge of Russian legal system and international trade laws?  If your answer is yes, then let me introduce myself:My name is Kamal and I am bilingual native Russian/Azeri speaker with an excellent command of English.  Here I offer translation (legal & technical texts, books & web sites from/to English/Russian/Azeri and vice versa), creative writing and Internet research/investigation  services.  Having spent many years of real life work in services industry, I have developed good writing & communication skills in English/Russian and a client always write attitude. In order to give you a right impression of my skills and competence I have uploaded a couple of articles that I wrote in English and passed several Upwork tests.  In Brief:100% Reliability:  Please check my Linkedin link to be sure that I am real person.  The positive feedback from my clients matters the most for me so you can rest assured that your project will be finalized within the deadline and as you wish. You are the boss here!Specialized Approach: I use several techniques (for instance latest professional QA software) to make sure that your text, even if translated, will not differ from any ordinary text you can find in newspapers and books.  I like expressing ideas in writing and verbally and to deliver clear-cut messages according to clients` instructions.  Relevant Experience: I have been using English as the second language working with international clients all over the world for more than 15 years.Please get in touch to discuss how I can assist you!",Kamal G,2017-02-23,10.0,"January 29, 2015",2,https://www.upwork.com/freelancers/_~012e6b27be4a5ab9fc,3,5.0
565,https://odesk-prod-portraits.s3.amazonaws.com/Users:crustynasty:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=ffj9k1bhKvtW%2FVr0uh8fi8R9hBk%3D&1469568112306917,Writing--Sales & Marketing--IT & Networking--Admin Support,Independent,"Mobile, Web & Software Developer",web-programming--mobile-app-development--game-development--.net-framework--ruby--java--unity-3d--php--android--ios-development,Ukraine,"As a member of Amcon Soft team i can offer you any kind of software development. Our company specialize in software, web and mobile application development, design services and game development. Our team of highly experienced and creative professionals have created a lot of projects in various fields, namely in business, social and entertainment.I'll be glad to work with you.",Anastasiia K.,2017-02-23,30.0,"September 25, 2015",6,https://www.upwork.com/freelancers/_~012df55bc2652d06c9,4,2.25
566,https://odesk-prod-portraits.s3.amazonaws.com/Users:dipesh_rana:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=ywHn6%2BJFYeYgx7GtVJV2q5pgwQs%3D&1446466113651723,"Web, Mobile & Software Dev--Design & Creative--Writing",Independent,Top Rated Front-end Developer,psd-to-wordpress--psd-to-html--javascript--html5--css3--jquery--adobe-photoshop--twitter-bootstrap--wordpress--php,India,"I have over 5 years of experience with expertise in HTML5, CSS3 , BOOTSTRAP , PSD to HTML, JS, jQuery, Wordpress and PHOTOSHOP . I am available for 15 hr a day here. Very good at solving problems, providing you with the best solutions in a timely manner. I am passionate about my work and over-deliver, so, if you are looking for a professional person with a creative thinking, I'm the right choice. Please see my client reviews and portfolio to get an idea of the quality of work I provide.",Dipesh Rana,2017-02-23,11.11,"February 21, 2015",5,https://www.upwork.com/freelancers/_~011c208f34f1d141bc,3,4.9471598415
567,https://odesk-prod-portraits.s3.amazonaws.com/Users:perfectservice4u:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=jcr%2BR8akysuSEGcTC7iQrX495Ho%3D&1484224885387112,Writing,Independent,Professional Cover letter and Persuasive Writer,microsoft-word--scrivener,United States,"Sample: Cover letter  Hello, My name is Duquon Bennett. I am the short or long term solution you hoped to find when you began this search. I have served as an unforgettable decision made to companies and individuals for the last decade. The shocking detail of my success stories has usually been the quality of my service or performance without prior experience. It's simply magic. To this point I have not found a necessity to acquire any degree. Some agree and of course others do not, but I have always found my way to opportunity I technically did never qualify for. I have my Resume and Cover Letters, my presentation, and relentless work ethic to blame for this. I can be the jewel of your 2017, but I have limited openings that will not last long if long term commitments are offered. My focus and dedications belongs to my clients. Don't miss out!",Duquon Bennett,2017-02-17,15.0,"January 12, 2017",0,https://www.upwork.com/freelancers/_~01751d0fc967ffbd6f,2,4.9
571,https://odesk-prod-portraits.s3.amazonaws.com/Users:bloodgood-jesse:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=H83gpw960CLuj%2FJZPnC%2FHYnAr%2BY%3D&1486601317447120,Design & Creative--Writing,Independent,"Creative Writer, Story Author and Proofreader",creative-writing--blog-writing--lyrics-writing--poetry--proofreading--microsoft-word--short-story-writing,United States,"Blogs, poetry, music and proofreading.You'll recognize my services by my creativity, dedication, and time management. I have won multiple literary awards - most notably in college when I won the SCOP 2016 Kenneth Miller Literary Award for First Prize in Fiction and Second Prize in Poetry.I am the web-master and writer of a music blog. During my time writing for the blog I have interacted with both local musicians and those from out of state and even out of the country. A handful of musicians have shared my blog work on their social media accounts and have expressed their gratitude towards my writing and dedication to what I do.I worked as a peer writing tutor and was employed by my university to help fellow students succeed with essay writing, creative writing, literary interpretation, and revision.My music endeavors have led me write and produce half a dozen albums and EPs. Some of these were recorded with bands and in professional studios while others were solo efforts with my home recording setup. I've also performed live for the past five years. With this experience I have become quite skilled at songwriting, lyricism,  performance, and recording.I have joined Upwork with the interest of furthering my writing career and expanding my capabilities while also gathering some supplemental income.Thank you for taking the time to read up on my experience and I look forward to hearing from you.",Jesse B.,2017-02-17,10.0,"January 31, 2017",1,https://www.upwork.com/freelancers/_~012a1b344fa0b07f24,2,5.0
572,https://odesk-prod-portraits.s3.amazonaws.com/Users:iffi98:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=pdjt%2Bz2w44h%2Bw9XtuX2BK5CHHIw%3D&1481119440394159,"Design & Creative--Web, Mobile & Software Dev--Writing--Sales & Marketing",Independent,"Web Content Developer, Finance Manager and Programmer (Gemstone)",article-writing--angularjs--blog-writing--javascript--financial-writing--copywriting--graphic-design--logo-design--editing--adobe-photoshop,United States,"My key strengths are acquisition of effective knowledge and skills about the English language and being a wide reader and provider of exceptional contribution to the employer.I always strive for continued excellence and have a strong drive of going beyond mediocrity. I've a professional web content development experience of 3 years I have excellent knowledge of grammar and spelling and am passionate about words.  I can follow instructions well and always meet deadlines.I have enjoyed writing for many years and am now building my career in freelance writing and proofreading. I also have experience with C/C++, Java, Javascript, Ruby, SQL Managed and worked as the lead programmer on projects that included building games, custom apps, research, and data collection. Worked on Rails and I know entire Search Engine Optimization.Never pay me a single dime unless you are satisfied.",Muhammad Ifftikhar,2017-02-23,15.0,"December 7, 2016",4,https://www.upwork.com/freelancers/_~010c8e2391b07d2af5,1,5.0
574,https://odesk-prod-portraits.s3.amazonaws.com/Users:claragib:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=kqnljKj4djF4Tg1Njb1SUX%2FvrsQ%3D&1443522318462572,Translation--Writing--Design & Creative--Admin Support,Independent,Italian and french translator and writer,italian--french--translation--news-writing-style--editorial-writing--blog-writing--social-media-management--photography--english--editing,Italy,"Native Italian and French, with a journalistic background, I am able to translate quickly any type of text from and toward these two languages as from English.I have also a strong experience in web editing and digital communication and can help you writing different kind of texts in Italian or in French (press release, articles, blogs, social posts).Very organized in my work!",Clara G.,2017-02-23,12.0,"September 29, 2015",0,https://www.upwork.com/freelancers/_~01027e83c1571559c8,7,4.7423338775
575,https://odesk-prod-portraits.s3.amazonaws.com/Users:jessashcollins:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=0dyhoL58ypeUUuvPqreaQW6SrXs%3D&1472721166829019,Writing,Independent,"Expert Editor, Proofreader, and Resume Writer",resume-writing--editing--english-proofreading--english-grammar--microsoft-word--microsoft-excel--microsoft-powerpoint,United States,"After spending 10 years in the recruiting and staffing industry, I became an expert resume writer and editor.  My key objective was to make potential candidates stand-out to buying clients.  I have managed a $12M sales portfolio and have an excellent understanding of what companies look for in a resume.  Additionally, due to the nature of my work, I was responsible for editing RFP's that were being presented to Fortune 500 companies.  I became the ""company proofreader"" for any and all major RFP's.  Currently, I am living abroad in Thailand teaching English and Grammar to students in primary and secondary schools.  I write and edit resumes, write articles for my blog, and do freelance proofreading and editing on an as-needed basis.",Jessica Collins,2017-02-21,20.0,"September 1, 2016",1,https://www.upwork.com/freelancers/_~01bfe1c7db60266aae,2,4.8452991453
576,https://odesk-prod-portraits.s3.amazonaws.com/Users:visasimahendali:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=KeAvwex6amizCiHl%2FX1cgHPiSGo%3D&1475303014039724,Writing--Admin Support--Design & Creative,Independent,English-Indonesian Translator and Creative Writer,creative-writing--translation--subtitle--subtitling--english--indonesian,Indonesia,"To communicate is to be humanWe live in a world where humans crave communication, where connection is coveted. These things could be hard to come by amidst the thousands of languages in our would today.. and connection is the very thing I am offering you. Through my translation I would like to ensure your messages will be delivered the way they were meant to be delivered and thus connecting you with your audiences.My previous experiences include general translation, academic translation, technical translation, movie subtitling, and also a number of creative writing. As a creative writer, most of my works are centered on animals and our environment. I pride myself on my high work ethics. Moreover, I value my clients' opinions highly and would always strive to present them with high quality translations, subtitles and writings. Best Regards,Visa SImahendali",Visa Simahendali,2017-02-23,12.5,"October 1, 2016",4,https://www.upwork.com/freelancers/_~018c41e4d98b69995c,4,5.0
577,https://odesk-prod-portraits.s3.amazonaws.com/Users:psedrak:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=bkdxqGPSidm%2BSW%2F5rIOTOICqhcY%3D&1483371443777809,Translation--Writing--Design & Creative--Admin Support--Customer Service,Independent,"Ultimate Video Producer, Post-Producer & Animator",audio-editing--video-production--video-editing--video-postediting--whiteboard-animation--camtasia--adobe-after-effects--adobe-photoshop--visualization--video-upload,Egypt,"Thank you for stopping by. My name is Paul and, in no more than 5 minutes, I am going to tell you why I am the right choice as your next freelancer._________________________________________________________________________________""Paul did the job fast and accurately. He also provided many good opinions, and changes were made without any fuss. Will work with him again. Thanks Paul!"" -JudeDespite the fact of having 6+ years of experience in video editing and production using Camtasia, Adobe & others, I tend to be very passionate about my work and to only provide results that I would approve for my own business.An overview of my work system for whatever your project entails is taking your raw footage and assets (if applicable) and editing them into a polished piece as specified by your needs. After you approve the low-res copy, I'll export it to in any high-quality format you desire, optimized for web or broadcast depending on your needs.Finally, here is a complete description of what is included in my services: Video Cutting & Blending                                    Captioning & Subtitling    Transitions Background Music & Voiceover Addition Audio Clearance   Time Lapse & Slow Motion                 Lower Third Edits Green Screen Edits Zoom & Pan Effects  Whiteboard Animations Slideshow Video Animations Many OthersThanks for your time & I'll be ready whenever you are!-Paul",Paul Sedrak,2017-02-20,12.5,"May 2, 2016",9,https://www.upwork.com/freelancers/_~011e69eac6887a1a75,2,4.95296
578,https://odesk-prod-portraits.s3.amazonaws.com/Users:asiasia:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=SP3C%2BBz0KTPbCn1MpWWwtc5XfeY%3D&1482851212009353,Writing--Translation--Design & Creative,Independent,Graphic Designing Expert & Polish Translator,logo-design--business-card-design--banner-design--corporate-brand-identity--photo-editing--academic-writing--translation-english-polish--translation-polish-english,United Kingdom,"My name is Joanna. I am 21 years old from Poland and I have finished Bachelor of Graphic Designing in University of Arts in London, UK. Since when I was 17 years old, I started designing by creating logos in different competitions. I won 2 competitions out of 9 where I participated. When my parents got to know about this, they realised that designing is my thing and they suggested me arts bachelor and of course I agreed. During my studies, I worked as a freelancer. Nowadays, I proudly say that I have had 34 clients who have been satisfied with my work. ",Joanna Dominiczak,2017-02-21,13.0,"December 27, 2016",1,https://www.upwork.com/freelancers/_~015f212ee948fd4517,1,4.9282608696
583,https://odesk-prod-portraits.s3.amazonaws.com/Users:bricereiter:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=0DMJ3zzd4Tb04P%2Fv8fWEFbYHdzE%3D&1484869014588092,Writing,Independent,"Creative Content Writer, Translator, Ghostwriter (French & English)",blog-writing--content-writing--article-writing--creative-writing--creative-and-talent--writing--copywriting--seo-writing--wordpress,United Kingdom,"For the past 10 years, I've been working as a content writer for blogs, start ups and websites but I've also been working as a writer for magazines (tech, music and culture).I am a writer as well. I published my first book last year and I am regularly writing for novel contests. I've won a number of contests the past year. I write quick and well. I am really efficient and confident at writing. I am perfectionist and a grammar nazi. My main concern is to make your work great!I am french native and I am fluent in EnglishFeel free to ask me more details and don't hesitate to contact me for any kind of writing jobs.",Brice R.,2017-02-24,20.0,"January 19, 2017",0,https://www.upwork.com/freelancers/_~0184f2dd45e23224ca,1,5.0
585,https://odesk-prod-portraits.s3.amazonaws.com/Users:jwilloby:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=RyLdIuwEhAUvfi1vZQ2gZwNqYDE%3D&1484593481452443,Sales & Marketing--Writing,Independent,Freelance Writer,content-writing--seo-writing--inbound-marketing--email-marketing--newsletter-writing--news-writing-style--report-writing--lesson-plan-writing--ap-style-writing--recipe-writing,United States,"Working through various platforms, I have successfully completed hundreds of articles, brochures and sales worthy product descriptions for businesses such as My Nutrition Adventures, Van Heusen, Faithful to Nature, Izod and many others.  Though my focus has been primarily on nutrition, green energy and natural living, I am well able to construct articles for any topic.I have completed three years of coursework towards a Bachelor of the Arts in English at The Ohio State University and have been freelance writing since 2012.",Jessica Willoby,2017-02-23,25.0,"October 4, 2015",1,https://www.upwork.com/freelancers/_~01a5a8985033e5668e,1,4.7923156802
587,https://odesk-prod-portraits.s3.amazonaws.com/Users:sz13:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=c3k9eh0AI3pdtSdKZ50SnKoQSnQ%3D&1440679202317213,Writing,Independent,Researcher of human cognition,matlab--python--statistics--ebook-writing--article-writing--academic-writing--research--neuro-linguistic-programming--psychometric-examinination--music,Slovenia,"I research human cognition, brain structures and mechanisms underlying perception and attention. I code, design, and analyze.",Sergej iek,2017-02-20,25.0,"August 27, 2015",3,https://www.upwork.com/freelancers/_~017b074c07daede389,5,4.3785714286
590,https://odesk-prod-portraits.s3.amazonaws.com/Users:liebig1997:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=5bj63tIYkp1tISdqENeRCRmV5Os%3D&1481342730100675,Translation--Writing--Accounting & Consulting--Sales & Marketing--Customer Service--Design & Creative,Independent,"English-Chinese translation&editor,transcriber, and proofreador",translation-chinese-english--translation-english-chinese--seo-writing,China,"Professional translator,working for Youdao Dictionary,yeecloud and wiitrans.Have a knowledge of travelism,medication,database,subtitle translation.Be OK about some tests for free.CATTI 2",Sophia L.,2017-02-24,15.0,"May 31, 2016",1,https://www.upwork.com/freelancers/_~0117c20f6cbc12fc0c,0,5.0
591,https://odesk-prod-portraits.s3.amazonaws.com/Users:bsara100:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=fWqcVMfLcxVlnvjSxgtNYeCYvQo%3D&1485325640458647,Writing,Independent,"Skilled Typist, Writer, Web Designer + Social Media Optimizer",creative-writing--internet-research--social-media-optimization--blog-writing--customer-service--email-handling--computer-skills--video-editing--general-office-skills--transcription,United States,"Some of my personal strengths as a writer include personal essays and short fictional stories. I've had six months of transcription experience. I am familiar with social networks such as Facebook, Twitter, Tumblr, Snapchat, Vine, Pinterest, and Instagram. I have maintained several blogs. I am familiar with HTML in order to give my blogs a clean and stylish format. My experience with writing blogs has allowed me to familiarize myself with search engine optimization. I have spent valuable time as a personal assistant to the owner and operator of Essential Oils for Health, as well as a secretary to the owner and operator of Adams Applied Information. I joined this website to gain more valuable experience as a transcriber, writer, personal assistant, and general freelancer. I believe my creativity and critical thinking skills make me an ideal candidate for freelance employment. I am dedicated to completing my work in a professional, time-efficient manner. My goal for the future would be to find a stable career, or perhaps many, in online freelance work.",Bridgit M.,2017-02-10,27.5,"April 23, 2015",0,https://www.upwork.com/freelancers/_~01fc20a14581e521f5,1,1.0
592,https://odesk-prod-portraits.s3.amazonaws.com/Users:alicja0209:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=iXHn0veMQwErICzZB%2FHdkgrsjyc%3D&1487002505123219,Translation--Writing--Admin Support--Customer Service,Independent,Native polish speaker with fluent english and french - translator,social-media-marketing--translation--journalism-writing--copywriting--translation-english-polish--translation-polish-english--translation-english-french--data-entry--virtual-assistant--voice-talent,France,"My name is Alicja and I'm a journalist, romanist and translator by profession. Currently i work as an experienced freelancer in translation within polish/english/french, copywriting, social media management. I'm also a blogger - I write my content in 3 languages. And after hours I'm a passionate amateur actress - I do some voice recording as well.You can count on my profesionalism and ability to work efficiently and with high attention to detail.In my work I always focus on client satisfaction and quality.I enjoy using my passion to help businesses and individuals achieve the success that they desire and deserve.",Alicja Kopysc,2017-02-23,10.0,"January 24, 2017",0,https://www.upwork.com/freelancers/_~014d8a04d704514362,2,0.0
594,https://odesk-prod-portraits.s3.amazonaws.com/Users:dyuti89:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=QMQWLAILkO2rVAIQt6EDHjSa4aM%3D&1452444954252486,Translation--Writing,Independent,"Writer, Journalist, Translator",translation--creative-writing--blog-writing--news-writing-style--copy-editing--copywriting--translation-english-bengali--translation-bengali-english,India,"I have 4+ years of experience in the print news media. With a good nose for interesting social and cultural stories, I also have a special penchant for political analysis.Translation is an activity I enjoy very much, and have done a number of academic and literary ones, both in English to Bengali and vice-versa. I am open to legal or medical translations too, as my job in a Bengali newspaper requires me to translate news feeds about every topic under the sun from English, and as a journalist it is part of my expertise to write convincingly on subjects I do not necessarily have a deep knowledge, while being factually correct.I have an MA in Comparative Literature from Jadavpur University, Kolkata, India and hold an A+ certificate in translation from the same institution. I have trained in Classical Manipuri dance for 16 long years. I consider dance writing one of my expertise area.",Dyuti Mukherjee,2017-02-09,10.0,"January 4, 2016",2,https://www.upwork.com/freelancers/_~01a13278b58efdf3f9,2,4.988700565
595,https://odesk-prod-portraits.s3.amazonaws.com/Users:mansantos:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=oUISLpV8PCV1V0YuDs7zOpl3IgU%3D,Translation--Sales & Marketing--Writing--Customer Service--Design & Creative--Admin Support,Independent,"Experienced English, German and Portuguese translator",translation-english-german--translation-english-portuguese--translation-portuguese-english--customer-support--online-community-management--project-planning--project-management--project-scheduling--translation-german-english--translation-spanish-english,Portugal,"Hi and welcome to my profile.I am an experienced translator with native speaking skills in Portuguese and German, as well as advanced English and Spanish knowledge.I have gathered vast experience all around localizing and building up a community in a specific target market for an educational site of over 6 million users, and proceeded to manage country specific user promotions, SMM and B2B connections for different language based communities.I am well-versed in working with back-office or content management systems, and have no difficulty in working with HTML or CSS files, be it for localization jobs or minor bug fixes.I am looking forward to meeting and working together with you!",Manuel Santos,2017-02-08,15.0,"January 11, 2015",0,https://www.upwork.com/freelancers/_~01d7ad3c26fe7893f7,6,5.0
597,https://odesk-prod-portraits.s3.amazonaws.com/Users:rachrae:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=R5qfzADAd3fC%2FcUdcmuj84ZFdCY%3D,Writing--Sales & Marketing--Design & Creative--Accounting & Consulting,Independent,Public Speaker and Social Media Consultant,social-media-marketing--public-speaking--speech-writing--proofreading--business-plans--business-proposal-writing,Jamaica,I am a social media consultant with almost 3 years and counting working experience in the field. I specialize in social media strategy across mediums for small business and corporate.A trained public speaker i copy write and proof read presentations across topic borders and make my own personal presentations on social media best practices.,Racheal C.,2017-02-15,25.0,"August 24, 2014",0,https://www.upwork.com/freelancers/_~019d3608e0a11afa04,5,5.0
598,https://odesk-prod-portraits.s3.amazonaws.com/Users:werokandie:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=HJKBV%2BTcO1c%2FcprsifNM4VeZPMo%3D&1487927599781257,Writing--Engineering & Architecture,Independent,Content Creator and SEO Landing page Expert Writer,-,Kenya,"Alfonce is a qualified journalist who writes with passion. When you hire him, you are not just hiring an exceptional content writer.. you are also receiving the benefits of years of professional hands on writing experience, the quality of a master craftsmanship, trusted personality and exceptional personal service. He has over six years history of dedication to freelance writing and a producer of stellar content. He is a well rounded personality who lives with dedication and grace. You can benefit from his experience.",Alfonce K.,2017-02-24,20.0,"July 6, 2011",1,https://www.upwork.com/freelancers/_~01dd301e9cd93fc4a8,0,5.0
599,https://odesk-prod-portraits.s3.amazonaws.com/Users:rpeevers:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=O12ZmHpTlAFYykqWsavjU9z%2BDVo%3D&1484755631685725,Writing,Independent,Copywriter and Editor,final-cut-pro-x--adobe-lightroom--adobe-photoshop,United States,"He works with a precision and speed that are truly amazing: This is part of his gift for language and is also a gift for the recipients of his superlative work.-- Testimonial from client RC.I am a copywriter and editor with over ten years of experience. I create sharp and direct copy to give you the impact you need. I edit texts to provide you with the clearest vision of your own work. As well as working in the tech industry for six years, I have worked as an academic in the United States, the United Kingdom and Germany.Recent engagements include travel articles for print publication, editing academic articles and theses, German-to-English translation of medical texts.I am focused on providing you with the best work out there, to help your companys success and growth. I always deliver the highest quality work on time. I look forward to working together with you.",Richard Peevers,2017-02-22,25.0,"January 18, 2017",4,https://www.upwork.com/freelancers/_~01c3edf7f029d8f3a1,1,5.0
601,https://odesk-prod-portraits.s3.amazonaws.com/Users:zyane:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=fI8bfHr%2BpxbA0PYqB00Nw2xZ2FU%3D&1451963475204471,Writing,Independent,Copywriter,copywriting--content-writing--editing--proofreading--creative-writing--writing--travel-writing--travel-planning--article-writing--graphic-design,Singapore,"The best kinds of content are those that resonate with the readers head and heart. I go to lengths to fully understand your business and culture before crafting you an enchanting concoction of creative wordplay, enticing content, and flawless literacy guaranteed to trigger strong desires in your audiences heart.One of the most effective methods to convert prospects into customers and customers into repeat buyers, is fertilizing your brand with strategically crafted content. I take pride in launching precision-engineered packages of language, along with an orchestration of valuable content, branding and marketing strategies, which subtly, but definitely strike a chord with your intended audience.Services Provided: - Copywriting- Content Creation (Web Content, Articles, Product Descriptions etc)- Social Media (Facebook, Instagram, Twitter, LinkedIn etc)- Proofreading & Editing- Branding (Company Profile, About Us)- Translation (Simplified or Traditional Chinese to English)// EDUCATION //- Graduated from Bachelors Of Arts In Product Design with Honors (Nanyang Technological University, Singapore, 2011)- Cambridge A Levels (Innova Junior College, Singapore, 2006)",Zyane Tan,2017-02-16,25.0,"January 5, 2016",16,https://www.upwork.com/freelancers/_~01dc265e91f15d59da,5,4.9780064988
604,https://odesk-prod-portraits.s3.amazonaws.com/Users:jdc_cunningham:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=RNOYipkzVZBF8bRvYaDUIeBtG0I%3D&1459925797829670,"Web, Mobile & Software Dev--Writing--Admin Support--Customer Service",Independent,Web application developer,php--javascript--css--html--jquery--ajax--mysql--lamp-administration--linux-system-administration--cms-development,United States,"temp-edit: reddit- 01/03/2017 edit for postDisclaimer: I will not do cloning-jobs or any form of blatant-plagiarism.Now with that out of the way...I am a front and back-end web developer. I've been designing and building my own websites for a few years. I like to design and develop web applications using the LAMP-platform.This is what I have done so far:Created web applications which feature:- Hosting on a Linux Apache web server- Custom layout/template with HTML/CSS/jQuery/javascript- Programming with javascript, or PHP- Secure user input with PHP PDO- User sign up, logins, and emailing- Visitor tracking- Adding, searching, reading from a MySQL database- Responsive design for various devices- Dynamic content through AJAX- Social media and comments- Design with accesibility in mindIf you'd like to take a look at my work, please feel free to check out my portfolio.",Jacob David C.,2017-02-16,15.0,"January 11, 2015",8,https://www.upwork.com/freelancers/_~01af4bfac24d6c9465,5,5.0
605,https://odesk-prod-portraits.s3.amazonaws.com/Users:bearbandal:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=4mWKrO39aSlrhunmbIFvmFLQh2I%3D&1474489945693609,"Translation--Writing--Web, Mobile & Software Dev--Customer Service--Data Science & Analytics--Design & Creative",Independent,"English to Korean, Chinese to Korean",translation--translation-english-korean--korean--chinese--proofreading--localization--software-qa-testing--voice-over,South Korea,"Hello everyone.Thank you for reading my profile.My name is Jun Park and Im a native Korean freelance translator based in Seoul, South Korea. I have 9 years of experience in translating English to Korean and Chinese to Korean. I have completed a Bachelor degree in Electronic Engineering and completed several translation projects for LG, HP, and small-medium size companies.My main translation service includes:Website translation, Stock-related translation, Gaming translation, and general marketing translation.Contact me to discuss your project in detail.Happy new year :)Jun Park",Jun Park,2017-02-20,20.0,"September 18, 2016",7,https://www.upwork.com/freelancers/_~0196dd817ee0a42681,4,4.9380770719
